category,display_name,id,cfs,definition,source,time,method,formula,equipment,link
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events,plmevents,plmtot,Number of PLMs,,,,,,
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events,plmevents,plmcdelta,Number of PLM clusters (delta sleep),,,,,,
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events,plmevents,plmcnrem,Number of PLM clusters (NREM),,,,,,
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events,plmevents,plmcr,Number of PLM clusters with respiratory events,,,,,,
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events,plmevents,plmcrdelta,Number of PLM clusters with respiratory events (delta sleep),,,,,,
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events,plmevents,plmcrem,Number of PLM clusters (REM),,,,,,
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events,plmevents,plmcrnrem,Number of PLM clusters with respiratory events (NREM),,,,,,
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events,plmevents,plmcrrem,Number of PLM clusters with respiratory events (REM),,,,,,
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events,plmevents,plmcrslp,Number of PLM clusters with respiratory events (sleep),,,,,,
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events,plmevents,plmcrstg1,Number of PLM clusters with respiratory events (stage 1 sleep),,,,,,
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events,plmevents,plmcrstg2,Number of PLM clusters with respiratory events (stage 2 sleep),,,,,,
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events,plmevents,plmcslp,Number of PLM clusters (sleep),,,,,,
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events,plmevents,plmcstg1,Number of PLM clusters (stage 1 sleep),,,,,,
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events,plmevents,plmcstg2,Number of PLM clusters (stage 2 sleep),,,,,,
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events,plmevents,plmctot,Number of PLM clusters,,,,,,
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events with arousal,plmeventsarous,lma,Number of limb movements with arousal,,,,,,
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events with arousal,plmeventsarous,lmadelta,Number of limb movements with arousal (delta sleep),,,,,,
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events with arousal,plmeventsarous,lmanrem,Number of limb movements with arousal (NREM),,,,,,
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events with arousal,plmeventsarous,lmar,Number of limb movements with arousal and respiratory event,,,,,,
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events with arousal,plmeventsarous,lmardelta,Number of limb movements with arousal and respiratory event (delta sleep),,,,,,
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events with arousal,plmeventsarous,lmarem,Number of limb movements with arousal (REM),,,,,,
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events with arousal,plmeventsarous,lmarnrem,Number of limb movements with arousal and respiratory event (NREM),,,,,,
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events with arousal,plmeventsarous,lmarrem,Number of limb movements with arousal and respiratory event (REM),,,,,,
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events with arousal,plmeventsarous,lmarslp,Number of limb movements with arousal and respiratory event (sleep),,,,,,
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events with arousal,plmeventsarous,lmarstg1,Number of limb movements with arousal and respiratory event (stage 1 sleep),,,,,,
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events with arousal,plmeventsarous,lmarstg2,Number of limb movements with arousal and respiratory event (stage 2 sleep),,,,,,
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events with arousal,plmeventsarous,lmaslp,Number of limb movements with arousal (sleep),,,,,,
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events with arousal,plmeventsarous,lmastg1,Number of limb movements with arousal (stage 1 sleep),,,,,,
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events with arousal,plmeventsarous,lmastg2,Number of limb movements with arousal (stage 2 sleep),,,,,,
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events with arousal,plmeventsarous,plma,Number of PLMs with arousal,,,,,,
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events with arousal,plmeventsarous,plmadelta,Number of PLMs with arousal (delta Sleep),,,,,,
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events with arousal,plmeventsarous,plmanrem,Number of PLMs with arousal (NREM),,,,,,
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events with arousal,plmeventsarous,plmar,Number of PLMs with arousal and respiratory event,,,,,,
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events with arousal,plmeventsarous,plmarem,Number of PLMs with arousal (REM),,,,,,
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events with arousal,plmeventsarous,plmarnrem,Number of PLMs with arousal and respiratory event (NREM),,,,,,
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events with arousal,plmeventsarous,plmarslp,Number of PLMs with arousal and respiratory event (sleep),,,,,,
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events with arousal,plmeventsarous,plmarstg2,Number of PLMs with arousal and respiratory event (stage 2 sleep),,,,,,
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events with arousal,plmeventsarous,plmaslp,Number of PLMs with arousal (sleep),,,,,,
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events with arousal,plmeventsarous,plmastg1,Number of PLMs with arousal (stage 1 sleep),,,,,,
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events with arousal,plmeventsarous,plmastg2,Number of PLMs with arousal (stage 2 sleep),,,,,,
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events with arousal,plmeventsarous,plmca,Number of PLM clusters with arousal,,,,,,
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events with arousal,plmeventsarous,plmcadelta,Number of PLM clusters with arousal (delta Sleep),,,,,,
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events with arousal,plmeventsarous,plmcanrem,Number of PLM clusters with arousal (NREM),,,,,,
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events with arousal,plmeventsarous,plmcar,Number of PLM clusters with arousal and respiratory event,,,,,,
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events with arousal,plmeventsarous,plmcarem,Number of PLM clusters with arousal (REM),,,,,,
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events with arousal,plmeventsarous,plmcarnrem,Number of PLM clusters with arousal and respiratory event (NREM),,,,,,
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events with arousal,plmeventsarous,plmcarrem,Number of PLM clusters with arousal and respiratory event (REM),,,,,,
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events with arousal,plmeventsarous,plmcarslp,Number of PLM clusters with arousal and respiratory event (sleep),,,,,,
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events with arousal,plmeventsarous,plmcarstg1,Number of PLM clusters with arousal and respiratory event (stage 1 sleep),,,,,,
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events with arousal,plmeventsarous,plmcarstg2,Number of PLM clusters with arousal and respiratory event (stage 2 sleep),,,,,,
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events with arousal,plmeventsarous,plmcaslp,Number of PLM clusters with arousal (sleep),,,,,,
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events with arousal,plmeventsarous,plmcastg1,Number of PLM clusters with arousal (stage 1 sleep),,,,,,
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events with arousal,plmeventsarous,plmcastg2,Number of PLM clusters with arousal (stage 2 sleep),,,,,,
08F2 - Sleep Study Data - Limb Movement - Indices,Periodic limb movement events with arousal index,plmeventsarousindex,,,,,,,,
08F2 - Sleep Study Data - Limb Movement - Indices,Periodic limb movement index,plmindex,,,,,,,,
08G1 - Sleep Study Data - Oxygen Saturation - Percent Time,Percent sleep time oxygen saturation < 70%,sleepo2lt70,per70,Sleep Study: % time O2 saturation < 70%,,,,,,
08G1 - Sleep Study Data - Oxygen Saturation - Percent Time,Percent sleep time oxygen saturation < 75%,sleepo2lt75,per75,Sleep Study: % time O2 saturation < 75%,,,,,,
08G1 - Sleep Study Data - Oxygen Saturation - Percent Time,Percent sleep time oxygen saturation < 80%,sleepo2lt80,per80,Sleep Study: % time O2 saturation < 80%,,,,,,
08G1 - Sleep Study Data - Oxygen Saturation - Percent Time,Percent sleep time oxygen saturation < 85%,sleepo2lt85,per85,Sleep Study: % time O2 saturation < 85%,,,,,,
08G1 - Sleep Study Data - Oxygen Saturation - Percent Time,Percent sleep time oxygen saturation < 88%,sleepo2lt88,,,,,,,,
08G1 - Sleep Study Data - Oxygen Saturation - Percent Time,Percent sleep time oxygen saturation < 90%,sleepo2lt90,per90,Sleep Study: % time O2 saturation < 90%,,,,,,
08G1 - Sleep Study Data - Oxygen Saturation - Percent Time,Percent sleep time oxygen saturation < 92%,sleepo2lt92,,,,,,,,
08G1 - Sleep Study Data - Oxygen Saturation - Percent Time,Percent sleep time oxygen saturation < 95%,sleepo2lt95,per95,Sleep Study: % time O2 saturation < 95%,,,,,,
08G2 - Sleep Study Data - Oxygen Saturation - Average,Average oxygen saturation during sleep,avgo2duringsleep,avgsaominr,Average oxygen saturation (REM),,,,,,
08G2 - Sleep Study Data - Oxygen Saturation - Average,Average oxygen saturation during sleep,avgo2duringsleep,avgsat,Average SaO2 in sleep,,,,,,
08G2 - Sleep Study Data - Oxygen Saturation - Average,Average oxygen saturation during sleep,avgo2duringsleep,avsao2nh,Average SaO2 % during NREM sleep,,,,,,
08G2 - Sleep Study Data - Oxygen Saturation - Average,Average oxygen saturation during sleep,avgo2duringsleep,avsao2rh,Average SaO2 % during REM sleep,,,,,,
08G2 - Sleep Study Data - Oxygen Saturation - Average,Average oxygen saturation during sleep,avgo2duringsleep,sao2nrem,Average SaO2 in non-REM sleep,,,,,,
08G2 - Sleep Study Data - Oxygen Saturation - Average,Average oxygen saturation during sleep,avgo2duringsleep,sao2rem,Average SaO2 in REM sleep,,,,,,
08G2 - Sleep Study Data - Oxygen Saturation - Average,Average oxygen saturation during sleep,avgo2duringsleep,saonrem,Average oxygen saturation (NREM),,,,,,
08G2 - Sleep Study Data - Oxygen Saturation - Average,Average oxygen saturation during sleep,avgo2duringsleep,saorem,Average oxygen saturation (REM),,,,,,
08G2 - Sleep Study Data - Oxygen Saturation - Average,Average oxygen saturation during sleep,avgo2duringsleep,saoslp,Average oxygen saturation (sleep),,,,,,
08G2 - Sleep Study Data - Oxygen Saturation - Average,Average oxygen saturation with respiratory events,avgo2respevents,,,,,,,,
08G3 - Sleep Study Data - Oxygen Saturation - Nadir,Nadir oxygen saturation during sleep,nadiro2duringsleep,saondnrem,Average oxygen saturation nadir (NREM),,,,,,
08G3 - Sleep Study Data - Oxygen Saturation - Nadir,Nadir oxygen saturation during sleep,nadiro2duringsleep,saondrem,Average oxygen saturation nadir  (REM),,,,,,
08G3 - Sleep Study Data - Oxygen Saturation - Nadir,Nadir oxygen saturation with respiratory events,nadiro2respevents,saondcaslp,Average oxygen saturation nadir associated with central apnea (sleep),,,,,,
08G3 - Sleep Study Data - Oxygen Saturation - Nadir,Nadir oxygen saturation with respiratory events,nadiro2respevents,saondoaslp,Average oxygen saturation nadir associated with obstructive apnea (sleep),,,,,,
08G4 - Sleep Study Data - Oxygen Saturation -  Indices,Oxygen desaturation index,o2desatindex,,,,,,,,
08H - Sleep Study Data - Heart Rate,Average heart rate,avgheartrate,aavbnbh,"Average Heart Rate with arousal (NREM, Back, all oxygen desaturations)",,,,,,
08H - Sleep Study Data - Heart Rate,Average heart rate,avgheartrate,aavbnoh,"Average Heart Rate with arousal (NREM, Other, all oxygen desaturations)",,,,,,
08H - Sleep Study Data - Heart Rate,Average heart rate,avgheartrate,aavbrbh,"Average Heart Rate with arousal (REM, Back, all oxygen desaturations)",,,,,,
08H - Sleep Study Data - Heart Rate,Average heart rate,avgheartrate,aavbroh,"Average Heart Rate with arousal (REM, Other, all oxygen desaturations)",,,,,,
08H - Sleep Study Data - Heart Rate,Average heart rate,avgheartrate,avghrahslp,Average heart rate associated with apnea and hypopnea (Sleep time onset),,,,,,
08H - Sleep Study Data - Heart Rate,Average heart rate,avgheartrate,bpmavg,Average heart rate,,,,,,
08H - Sleep Study Data - Heart Rate,Average heart rate,avgheartrate,davbnbh,"Average Heart Rate with arousal (NREM, Back, 3% oxygen desaturation)",,,,,,
08H - Sleep Study Data - Heart Rate,Average heart rate,avgheartrate,davbnoh,"Average Heart Rate with arousal (NREM, Other, 3% oxygen desaturation)",,,,,,
08H - Sleep Study Data - Heart Rate,Average heart rate,avgheartrate,davbrbh,"Average Heart Rate with arousal (REM, Back, 3% oxygen desaturation)",,,,,,
08H - Sleep Study Data - Heart Rate,Average heart rate,avgheartrate,davbroh,"Average Heart Rate with arousal (REM, Other, 3% oxygen desaturation)",,,,,,
08H - Sleep Study Data - Heart Rate,Average heart rate,avgheartrate,havbnbh,"Average Heart Rate (NREM, Back, 3% oxygen desaturation)",,,,,,
08H - Sleep Study Data - Heart Rate,Average heart rate,avgheartrate,havbnoh,"Average Heart Rate (NREM, Other, 3% oxygen desaturation)",,,,,,
08H - Sleep Study Data - Heart Rate,Average heart rate,avgheartrate,havbrbh,"Average Heart Rate (REM, Back, 3% oxygen desaturation)",,,,,,
08H - Sleep Study Data - Heart Rate,Average heart rate,avgheartrate,havbroh,"Average Heart Rate (REM, Other, 3% oxygen desaturation)",,,,,,
08H - Sleep Study Data - Heart Rate,Average heart rate,avgheartrate,savbnbh,"Average Heart Rate (NREM, Back, all oxygen desaturations)",,,,,,
08H - Sleep Study Data - Heart Rate,Average heart rate,avgheartrate,savbnoh,"Average Heart Rate (NREM, Other, all oxygen desaturations)",,,,,,
08H - Sleep Study Data - Heart Rate,Average heart rate,avgheartrate,savbrbh,"Average Heart Rate (REM, Back, all oxygen desaturations)",,,,,,
08H - Sleep Study Data - Heart Rate,Average heart rate,avgheartrate,savbroh,"Average Heart Rate (REM, Other, all oxygen desaturations)",,,,,,
08I - Sleep Study Data - Electrocardiogram - Arrhythmia,Atrial fibrillation - polysomonogram - paroxysmal,afibpsgparox,,,,,,,,
08I - Sleep Study Data - Electrocardiogram - Arrhythmia,Atrial fibrillation - polysomonogram - persistent,afibpsgpersist,,,,,,,,
08J - Sleep Study Data - Quality,Quality of sleep study,sleepstudyquality,overall,Overall study grade,,,,,,
08J - Sleep Study Data - Quality,Signal quality code,signalqualitycode,quabdo,PSG Quality Assessment: Signal Quality (abdomen effort),,,,,,
08J - Sleep Study Data - Quality,Signal quality code,signalqualitycode,quair,PSG Quality Assessment: Signal Quality (airflow),,,,,,
08J - Sleep Study Data - Quality,Signal quality code,signalqualitycode,qucan,PSG Quality Assessment: Signal Quality (cannula),,,,,,
08J - Sleep Study Data - Quality,Signal quality code,signalqualitycode,quchest,PSG Quality Assessment: Signal Quality (chest effort),,,,,,
08J - Sleep Study Data - Quality,Signal quality code,signalqualitycode,quchin,PSG Quality Assessment: Signal Quality (chin),,,,,,
08J - Sleep Study Data - Quality,Signal quality code,signalqualitycode,queeg1,PSG Quality Assessment: Signal Quality (EEG 1),,,,,,
08J - Sleep Study Data - Quality,Signal quality code,signalqualitycode,queeg2,PSG Quality Assessment: Signal Quality (EEG 2),,,,,,
08J - Sleep Study Data - Quality,Signal quality code,signalqualitycode,queogl,PSG Quality Assessment: Signal Quality (EOG L),,,,,,
08J - Sleep Study Data - Quality,Signal quality code,signalqualitycode,queogr,PSG Quality Assessment: Signal Quality (EOG R),,,,,,
08J - Sleep Study Data - Quality,Signal quality code,signalqualitycode,quhr,PSG Quality Assessment: Signal Quality (hr),,,,,,
08J - Sleep Study Data - Quality,Signal quality code,signalqualitycode,qulegl,PSG Quality Assessment: Signal Quality L Leg,,,,,,
08J - Sleep Study Data - Quality,Signal quality code,signalqualitycode,qulegr,PSG Quality Assessment: Signal Quality R Leg,,,,,,
08J - Sleep Study Data - Quality,Signal quality code,signalqualitycode,quoxim,PSG Quality Assessment: Signal Quality (oximetry),,,,,,
08J - Sleep Study Data - Quality,Signal quality code,signalqualitycode,qupulse,PSG Quality Assessment: Signal Quality (pulse),,,,,,
08J - Sleep Study Data - Quality,Signal quality code,signalqualitycode,qusnor,PSG Quality Assessment: Signal Quality (snore),,,,,,
08K - Sleep Study Data - End-Tidal CO2,Capnograph type,capnotype,,,,,,,,
08K - Sleep Study Data - End-Tidal CO2,Hours of usable CO2,hoursco2,,,,,,,,
08K - Sleep Study Data - End-Tidal CO2,Average end-tidal CO2 - NREM,avgco2nrem,,,,,,,,
08K - Sleep Study Data - End-Tidal CO2,Average end-tidal CO2 - NREM - normalized for capnograph type,avgco2nremnorm,,,,,,,,
08K - Sleep Study Data - End-Tidal CO2,Average end-tidal CO2 - REM,avgco2rem,,,,,,,,
08K - Sleep Study Data - End-Tidal CO2,Average end-tidal CO2 - REM - normalized for capnograph type,avgco2remnorm,,,,,,,,
08K - Sleep Study Data - End-Tidal CO2,Baseline end-tidal CO2 - asleep,baseco2asleep,,,,,,,,
08K - Sleep Study Data - End-Tidal CO2,Baseline end-tidal CO2 - asleep - normalized for capnograph type,baseco2asleepnorm,,,,,,,,
08K - Sleep Study Data - End-Tidal CO2,Baseline end-tidal CO2 - awake,baseco2awake,,,,,,,,
08K - Sleep Study Data - End-Tidal CO2,Baseline end-tidal CO2 - awake - normalized for capnograph type,baseco2awakenorm,,,,,,,,
08K - Sleep Study Data - End-Tidal CO2,Peak end-tidal CO2 - asleep,peakco2asleep,,,,,,,,
08K - Sleep Study Data - End-Tidal CO2,Peak end-tidal CO2 - asleep - normalized for capnograph type,peakco2asleepnorm,,,,,,,,
08K - Sleep Study Data - End-Tidal CO2,Percentage of total sleep time where end-tidal CO2 > 45 mmHg,percentco2gt45,,,,,,,,
08K - Sleep Study Data - End-Tidal CO2,Percentage of total sleep time where end-tidal CO2 > 45 mmHg - normalized for capnograph type,percentco2gt45norm,,,,,,,,
08K - Sleep Study Data - End-Tidal CO2,Percentage of total sleep time where end-tidal CO2 > 50 mmHg,percentco2gt50,,,,,,,,
08K - Sleep Study Data - End-Tidal CO2,Percentage of total sleep time where end-tidal CO2 > 50 mmHg - normalized for capnograph type,percentco2gt50norm,,,,,,,,
10 - Sleep Symptoms,Early morning awakening,earlyawakening,,,,,,,,
10 - Sleep Symptoms,Epworth Sleepiness Scale score,epworthscore,,,,,,,,
10 - Sleep Symptoms,Modified Epworth Sleepiness Scale score,modepworthscore,,,,,,,,
10 - Sleep Symptoms,Pediatric Sleep Questionnaire Sleep-Related Breathing Disorder (PSQ-SRBD) score, psqsrbdscore,,,,,,,,
10 - Sleep Symptoms,Obstructive Sleep Apnea-18 Assessment Tool score,osa18assessscore,,,,,,,,
10 - Sleep Symptoms,Excessive daytime sleepiness,excessdaysleepiness,essq1,How likely are you to doze off or fall asleep while sitting and reading?,,,,,,
10 - Sleep Symptoms,Excessive daytime sleepiness,excessdaysleepiness,essq2,How likely are you to doze off or fall asleep while watching television,,,,,,
10 - Sleep Symptoms,Excessive daytime sleepiness,excessdaysleepiness,essq3,How likely are you to doze off or fall asleep while sitting inactive in a public place,,,,,,
10 - Sleep Symptoms,Excessive daytime sleepiness,excessdaysleepiness,essq4,How likely are you to doze off or fall asleep while being a passenger in a car for an hour without a break,,,,,,
10 - Sleep Symptoms,Excessive daytime sleepiness,excessdaysleepiness,essq5,How likely are you to doze off or fall asleep while lying down to rest in the afternoon,,,,,,
10 - Sleep Symptoms,Excessive daytime sleepiness,excessdaysleepiness,essq6,How likely are you to doze off or fall asleep while sitting and talking to someone,,,,,,
10 - Sleep Symptoms,Excessive daytime sleepiness,excessdaysleepiness,essq7,How likely are you to doze off or fall asleep while sitting quietly after lunch (without alcohol),,,,,,
10 - Sleep Symptoms,Excessive daytime sleepiness,excessdaysleepiness,essq8,"How likely are you to doze off or fall asleep while in a car, stopped in traffic",,,,,,
10 - Sleep Symptoms,Excessive daytime sleepiness,excessdaysleepiness,farouse,Has your ability to become sexually aroused been affected because you are sleepy or tired?,,,,,,
10 - Sleep Symptoms,Excessive daytime sleepiness,excessdaysleepiness,fcncern,Do you generally have difficulty concentrating on the things you do because you are sleepy or tired?,,,,,,
10 - Sleep Symptoms,Excessive daytime sleepiness,excessdaysleepiness,fconcrt,Do you have difficulty enjoying a concert because you become sleepy or tired?,,,,,,
10 - Sleep Symptoms,Excessive daytime sleepiness,excessdaysleepiness,fdesire,Has your desire for intimacy or sex been affected because you are sleepy or tired?,,,,,,
10 - Sleep Symptoms,Excessive daytime sleepiness,excessdaysleepiness,fevenng,Do you have difficulty being as active as you want to be in the evening because you are sleepy or tired?,,,,,,
10 - Sleep Symptoms,Excessive daytime sleepiness,excessdaysleepiness,fexerci,Do you have difficulty exercising or participating in a sport activity because you are too sleepy or tired?,,,,,,
10 - Sleep Symptoms,Excessive daytime sleepiness,excessdaysleepiness,ffinace,"Do you have difficulty taking care of financial affairs and doing paperwork (for example: writing checks, paying bills, keeping financial records, filling out tax forms, etc.) because you are sleepy or tired?",,,,,,
10 - Sleep Symptoms,Excessive daytime sleepiness,excessdaysleepiness,fgetdon,Do you have difficulty getting things done because you are too sleepy or tired to drive or take public transportation?,,,,,,
10 - Sleep Symptoms,Excessive daytime sleepiness,excessdaysleepiness,fhelpng,Do you have difficulty doing things for your family or friends because you are sleepy or tired?,,,,,,
10 - Sleep Symptoms,Excessive daytime sleepiness,excessdaysleepiness,fhobby,"Do you have difficulty working on a hobby (for example: sewing, collecting, gardening) because you are sleepy or tired?",,,,,,
10 - Sleep Symptoms,Excessive daytime sleepiness,excessdaysleepiness,fhouse,"Do you have difficulty doing work around the house (for example: cleaning house, doing laundry, taking out the trash, repair work) because you are sleepy or tired?",,,,,,
10 - Sleep Symptoms,Excessive daytime sleepiness,excessdaysleepiness,fhvisit,Do you have difficulty visiting with your family or friends in your home because you become sleepy or tired?,,,,,,
10 - Sleep Symptoms,Excessive daytime sleepiness,excessdaysleepiness,flgdrv,Do you have difficulty operating a motor vehicle for long distance greater than 100 miles because you become sleepy or tired?,,,,,,
10 - Sleep Symptoms,Excessive daytime sleepiness,excessdaysleepiness,fmeal,Do you have difficulty finishing a meal because you become sleepy or tired?,,,,,,
10 - Sleep Symptoms,Excessive daytime sleepiness,excessdaysleepiness,fmornng,Do you have difficulty being as active as you want to be in the morning because you are sleepy or tired?,,,,,,
10 - Sleep Symptoms,Excessive daytime sleepiness,excessdaysleepiness,fnoon,Do you have difficulty being as active as you want to be in the afternoon because you are sleepy or tired?,,,,,,
10 - Sleep Symptoms,Excessive daytime sleepiness,excessdaysleepiness,forgasm,Has your ability to have an orgasm been affected because you are sleepy or tired?,,,,,,
10 - Sleep Symptoms,Excessive daytime sleepiness,excessdaysleepiness,fpace,Do you have difficulty keeping pace with others your own age because you are sleepy or tired?,,,,,,
10 - Sleep Symptoms,Excessive daytime sleepiness,excessdaysleepiness,fphone,Do you have difficulty maintaining a telephone conversation because you become sleepy or tired?,,,,,,
10 - Sleep Symptoms,Excessive daytime sleepiness,excessdaysleepiness,frelate,"For Question 15 answer using only 1, 2, 3 or 4. Has your relationship with family or work colleagues been affected because you are sleepy or tired?",,,,,,
10 - Sleep Symptoms,Excessive daytime sleepiness,excessdaysleepiness,frelign,"Do you have difficulty participating in religious services, meetings or a group or club because you are sleepy or tired?",,,,,,
10 - Sleep Symptoms,Excessive daytime sleepiness,excessdaysleepiness,fremem,Do you generally have difficulty remembering things because you are sleepy or tired?,,,,,,
10 - Sleep Symptoms,Excessive daytime sleepiness,excessdaysleepiness,fsexual,Has your intimate or sexual relationship been affected because you are sleepy or tired?,,,,,,
10 - Sleep Symptoms,Excessive daytime sleepiness,excessdaysleepiness,fshdrv,Do you have difficulty operating a motor vehicle for short distances (less than 100 miles) because you become sleepy or tired?,,,,,,
10 - Sleep Symptoms,Excessive daytime sleepiness,excessdaysleepiness,ftheatr,Do you have difficulty enjoying the theater or a lecture because you become sleepy or tired?,,,,,,
10 - Sleep Symptoms,Excessive daytime sleepiness,excessdaysleepiness,ftv,Do you have difficulty watching television because you are sleepy or tired?,,,,,,
10 - Sleep Symptoms,Excessive daytime sleepiness,excessdaysleepiness,ftvisit,Do you have difficulty visiting with your family or friends in their home because you become sleepy or tired?,,,,,,
10 - Sleep Symptoms,Excessive daytime sleepiness,excessdaysleepiness,fvideo,Do you have difficulty watching a movie or videotape because you become sleepy or tired?,,,,,,
10 - Sleep Symptoms,Excessive daytime sleepiness,excessdaysleepiness,fvolwrk,Do you have difficulty performing employed or volunteer work because you are sleepy or tired?,,,,,,
10 - Sleep Symptoms,Problems falling asleep,probfallasleep,deprslp,"Over the last month, have you experienced: lying awake during your sleep time feeling worried, depressed, or sad",,,,,,
10 - Sleep Symptoms,Problems falling asleep,probfallasleep,diffslp,"Over the last month, have you experienced: difficulty falling asleep",,,,,,
10 - Sleep Symptoms,Problems staying asleep,probstayasleep,freqawk,"Over the last month, have you experienced: frequent awakenings after falling asleep",,,,,,
10 - Sleep Symptoms,Problems staying asleep,probstayasleep,nightup,"During the past month, how many times per night did you wake up",,,,,,
10 - Sleep Symptoms,Problems staying asleep,probstayasleep,upbath,"Over the last month, have you experienced: needed to wake up from sleep to use the toilet 2 or more times",,,,,,
10 - Sleep Symptoms,Problems staying asleep,probstayasleep,upreas,Reason wake at night,,,,,,
10 - Sleep Symptoms,Unrefreshed sleep,unrefreshsleep,slprest,"Over the last month, have you experienced: no matter how much sleep you had, you didn't wake up feeling rested",,,,,,
10 - Sleep Symptoms,Unrefreshed sleep,unrefreshsleep,fatigue,"Over the last month, have you experienced: feeling tired or fatigued after you sleep",,,,,,
10 - Sleep Symptoms,Unrefreshed sleep,unrefreshsleep,feelnap,How often do you feel refreshed after napping,,,,,,
10 - Sleep Symptoms,Unrefreshed sleep,unrefreshsleep,going,"During the past month, how long did it usually take you to 'get going' (become fully alert and functional) after your usual sleep time",,,,,,
10A - Sleep Symptoms - Snoring,Habitual snoring,habitsnoring,,,,,,,,
10A - Sleep Symptoms - Snoring,Habitual snoring - frequency,habitsnoringfreq,,,,,,,,
10A - Sleep Symptoms - Gasping,Snoring/gasping/stopping breathing,snoringgasping,,,,,,,,
10A - Sleep Symptoms - Gasping,Snoring/gasping/stopping breathing - frequency,snoringgaspingfreq,,,,,,,,
11 - Other Symptoms,Chronic cough,chroniccough,,,,,,,,
11 - Other Symptoms,Nocturnal wheezing,noctwheez,,,,,,,,
11 - Other Symptoms,Persistent wheezing,persistwheez,,,,,,,,
12 - Adjudicated Events,Atrial fibrillation - adjudicated event,afibadjud,,,,,,,,
12 - Adjudicated Events,Congestive heart failure - adjudicated event,chfadjud,,,,,,,,
12 - Adjudicated Events,Myocardial infarction - adjudicated event,miadjud,,,,,,,,
12 - Adjudicated Events,Stroke - adjudicated event,strokeadju,,,,,,,,
13 - Spirometry,FEV1,fev1,pkfev1,Standardized Knudson predictor: FEV1,,,,,,
13 - Spirometry,FEV1/FVC,fev1fvcratio,,,,,,,,
13 - Spirometry,FVC,fvc,pkfvc,Standardized Knudson predictor: FVC,,,,,,
13 - Spirometry,Percent predicted FEV1,percentpredfev1,fev1ppk,Percent of Knudson predictor: FEV1 (including race correlation),,,,,,
