category,display_name,id,bestair,definition,source,time,method,formula,equipment,link
08L - Sleep Study Data - Actigraphy,Standard Deviation Of The Midpoint Between Non-Workday Sleep Onset And Sleep Offset Times (hh:hm:ss),sdsleepmidpointnw5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of The Midpoint Between Sleep Onset And Sleep Offset Times (hh:hm:ss),sdsleepmidpoint5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of The Midpoint Between Sleep Onset And Sleep Offset Times Across Reliable Days (hh:hm:ss),sdsleepmidpointrd5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of The Midpoint Between Weekday In Bed And Out Of Bed Times (hh:hm:ss),sdrestmidpointwd5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of The Midpoint Between Weekday Sleep Onset And Sleep Offset Times (hh:hm:ss),sdsleepmidpointwd5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of The Midpoint Between Weekend In Bed And Out Of Bed Times (hh:hm:ss),sdrestmidpointwe5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of The Midpoint Between Weekend Sleep Onset And Sleep Offset Times (hh:hm:ss),sdsleepmidpointwe5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of The Midpoint Between Workday In Bed And Out Of Bed Times (hh:hm:ss),sdrestmidpointwo5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of The Midpoint Between Workday Sleep Onset And Sleep Offset Times (hh:hm:ss),sdsleepmidpointwo5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of The Non-Workday In Bed Interval Duration (Minutes),sdinbeddurationnw5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of The Non-Workday In Bed Time (hh:hm:ss),sdinbedtimenw5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of The Non-Workday Out Of Bed Time (hh:hm:ss),sdoutbedtimenw5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of The Non-Workday Sleep Offset Time (hh:hm:ss),sdsleepoffsettimenw5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of The Non-Workday Sleep Onset Time (hh:hm:ss),sdsleeponsettimenw5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of The Non-Workday Sleep Period Duration (Minutes),sdsleepperioddurationnw5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of The Out Of Bed Time (hh:hm:ss),sdoutbedtime5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of The Out Of Bed Time Across Reliable Days (hh:hm:ss),sdoutbedtimerd5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of The Sleep Offset Time (hh:hm:ss),sdsleepoffsettime5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of The Sleep Offset Time Across Reliable Days (hh:hm:ss),sdsleepoffsettimerd5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of The Sleep Onset Time (hh:hm:ss),sdsleeponsettime5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of The Sleep Onset Time Across Reliable Days (hh:hm:ss),sdsleeponsettimerd5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of The Sleep Period Duration (Minutes),sdsleepperiodduration5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of The Sleep Period Duration Across Reliable Days (Minutes),sdsleepperioddurationrd5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of The Weekday In Bed Interval Duration (Minutes),sdinbeddurationwd5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of The Weekday In Bed Time (hh:hm:ss),sdinbedtimewd5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of The Weekday Out Of Bed Time (hh:hm:ss),sdoutbedtimewd5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of The Weekday Sleep Offset Time (hh:hm:ss),sdsleepoffsettimewd5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of The Weekday Sleep Onset Time (hh:hm:ss),sdsleeponsettimewd5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of The Weekday Sleep Period Duration (Minutes),sdsleepperioddurationwd5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of The Weekend In Bed Interval Duration (Minutes),sdinbeddurationwe5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of The Weekend In Bed Time (hh:hm:ss),sdinbedtimewe5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of The Weekend Out Of Bed Time (hh:hm:ss),sdoutbedtimewe5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of The Weekend Sleep Offset Time (hh:hm:ss),sdsleepoffsettimewe5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of The Weekend Sleep Onset Time (hh:hm:ss),sdsleeponsettimewe5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of The Weekend Sleep Period Duration (Minutes),sdsleepperioddurationwe5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of The Workday In Bed Interval Duration (Minutes),sdinbeddurationwo5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of The Workday In Bed Time (hh:hm:ss),sdinbedtimewo5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of The Workday Out Of Bed Time (hh:hm:ss),sdoutbedtimewo5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of The Workday Sleep Offset Time (hh:hm:ss),sdsleepoffsettimewo5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of The Workday Sleep Onset Time (hh:hm:ss),sdsleeponsettimewo5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of The Workday Sleep Period Duration (Minutes),sdsleepperioddurationwo5,,,,,Study Data - Acd,,,
08L - Sleep Study Data - Actigraphy,Study Overlaps With Daylight Saving Time Start (March) Or End (November),dstoverlap5,,,,,Study Data - Acd,,,
08M - Sleep Study Data - Circadian Analysis,"Midline Estimated Statistic Of Rhythm, mean activity count of the fitted 24 hour rhythm pattern",mesor,,,,,Study Data - Cid,,,
08M - Sleep Study Data - Circadian Analysis,Time of peak activity as estimated by cosinor regression,acrophase,,,,,Study Data - Cid,,,
08M - Sleep Study Data - Circadian Analysis,Difference between the model-fit peak values and the MESOR,amplitude,,,,,Study Data - Cid,,,
08M - Sleep Study Data - Circadian Analysis,Number of days used for the cosinor analysis,numdayscos,,,,,Study Data - Cid,,,
08M - Sleep Study Data - Circadian Analysis,"Intradaily variability, quantifies the fragmentation of the rhythm, bins of 1 minute",iv1,,,,,Study Data - Cid,,,
08M - Sleep Study Data - Circadian Analysis,"Intradaily variability, quantifies the fragmentation of the rhythm, bins of 2 minutes",iv2,,,,,Study Data - Cid,,,
08M - Sleep Study Data - Circadian Analysis,"Intradaily variability, quantifies the fragmentation of the rhythm, bins of 3 minutes",iv3,,,,,Study Data - Cid,,,
08M - Sleep Study Data - Circadian Analysis,"Intradaily variability, quantifies the fragmentation of the rhythm, bins of 4 minutes",iv4,,,,,Study Data - Cid,,,
08M - Sleep Study Data - Circadian Analysis,"Intradaily variability, quantifies the fragmentation of the rhythm, bins of 5 minutes",iv5,,,,,Study Data - Cid,,,
08M - Sleep Study Data - Circadian Analysis,"Intradaily variability, quantifies the fragmentation of the rhythm, bins of 6 minutes",iv6,,,,,Study Data - Cid,,,
08M - Sleep Study Data - Circadian Analysis,"Intradaily variability, quantifies the fragmentation of the rhythm, bins of 8 minutes",iv8,,,,,Study Data - Cid,,,
08M - Sleep Study Data - Circadian Analysis,"Intradaily variability, quantifies the fragmentation of the rhythm, bins of 9 minutes",iv9,,,,,Study Data - Cid,,,
08M - Sleep Study Data - Circadian Analysis,"Intradaily variability, quantifies the fragmentation of the rhythm, bins of 10 minutes",iv10,,,,,Study Data - Cid,,,
08M - Sleep Study Data - Circadian Analysis,"Intradaily variability, quantifies the fragmentation of the rhythm, bins of 12 minutes",iv12,,,,,Study Data - Cid,,,
08M - Sleep Study Data - Circadian Analysis,"Intradaily variability, quantifies the fragmentation of the rhythm, bins of 15 minutes",iv15,,,,,Study Data - Cid,,,
08M - Sleep Study Data - Circadian Analysis,"Intradaily variability, quantifies the fragmentation of the rhythm, bins of 16 minutes",iv16,,,,,Study Data - Cid,,,
08M - Sleep Study Data - Circadian Analysis,"Intradaily variability, quantifies the fragmentation of the rhythm, bins of 18 minutes",iv18,,,,,Study Data - Cid,,,
08M - Sleep Study Data - Circadian Analysis,"Intradaily variability, quantifies the fragmentation of the rhythm, bins of 20 minutes",iv20,,,,,Study Data - Cid,,,
08M - Sleep Study Data - Circadian Analysis,"Intradaily variability, quantifies the fragmentation of the rhythm, bins of 24 minutes",iv24,,,,,Study Data - Cid,,,
08M - Sleep Study Data - Circadian Analysis,"Intradaily variability, quantifies the fragmentation of the rhythm, bins of 30 minutes",iv30,,,,,Study Data - Cid,,,
08M - Sleep Study Data - Circadian Analysis,"Intradaily variability, quantifies the fragmentation of the rhythm, bins of 32 minutes",iv32,,,,,Study Data - Cid,,,
08M - Sleep Study Data - Circadian Analysis,"Intradaily variability, quantifies the fragmentation of the rhythm, bins of 36 minutes",iv36,,,,,Study Data - Cid,,,
08M - Sleep Study Data - Circadian Analysis,"Intradaily variability, quantifies the fragmentation of the rhythm, bins of 40 minutes",iv40,,,,,Study Data - Cid,,,
08M - Sleep Study Data - Circadian Analysis,"Intradaily variability, quantifies the fragmentation of the rhythm, bins of 45 minutes",iv45,,,,,Study Data - Cid,,,
08M - Sleep Study Data - Circadian Analysis,"Intradaily variability, quantifies the fragmentation of the rhythm, bins of 48 minutes",iv48,,,,,Study Data - Cid,,,
08M - Sleep Study Data - Circadian Analysis,"Intradaily variability, quantifies the fragmentation of the rhythm, bins of 1 hour",iv60,,,,,Study Data - Cid,,,
08M - Sleep Study Data - Circadian Analysis,"Interdaily stability, quantifies invariability between the days. Bins of 1 minute",is1,,,,,Study Data - Cid,,,
08M - Sleep Study Data - Circadian Analysis,"Interdaily stability, quantifies invariability between the days. Bins of 2 minutes",is2,,,,,Study Data - Cid,,,
08M - Sleep Study Data - Circadian Analysis,"Interdaily stability, quantifies invariability between the days. Bins of 3 minutes",is3,,,,,Study Data - Cid,,,
08M - Sleep Study Data - Circadian Analysis,"Interdaily stability, quantifies invariability between the days. Bins of 4 minutes",is4,,,,,Study Data - Cid,,,
08M - Sleep Study Data - Circadian Analysis,"Interdaily stability, quantifies invariability between the days. Bins of 5 minutes",is5,,,,,Study Data - Cid,,,
08M - Sleep Study Data - Circadian Analysis,"Interdaily stability, quantifies invariability between the days. Bins of 6 minutes",is6,,,,,Study Data - Cid,,,
08M - Sleep Study Data - Circadian Analysis,"Interdaily stability, quantifies invariability between the days. Bins of 8 minutes",is8,,,,,Study Data - Cid,,,
08M - Sleep Study Data - Circadian Analysis,"Interdaily stability, quantifies invariability between the days. Bins of 9 minutes",is9,,,,,Study Data - Cid,,,
08M - Sleep Study Data - Circadian Analysis,"Interdaily stability, quantifies invariability between the days. Bins of 10 minutes",is10,,,,,Study Data - Cid,,,
08M - Sleep Study Data - Circadian Analysis,"Interdaily stability, quantifies invariability between the days. Bins of 12 minutes",is12,,,,,Study Data - Cid,,,
08M - Sleep Study Data - Circadian Analysis,"Interdaily stability, quantifies invariability between the days. Bins of 15 minutes",is15,,,,,Study Data - Cid,,,
08M - Sleep Study Data - Circadian Analysis,"Interdaily stability, quantifies invariability between the days. Bins of 16 minutes",is16,,,,,Study Data - Cid,,,
08M - Sleep Study Data - Circadian Analysis,"Interdaily stability, quantifies invariability between the days. Bins of 18 minutes",is18,,,,,Study Data - Cid,,,
08M - Sleep Study Data - Circadian Analysis,"Interdaily stability, quantifies invariability between the days. Bins of 20 minutes",is20,,,,,Study Data - Cid,,,
08M - Sleep Study Data - Circadian Analysis,"Interdaily stability, quantifies invariability between the days. Bins of 24 minutes",is24,,,,,Study Data - Cid,,,
08M - Sleep Study Data - Circadian Analysis,"Interdaily stability, quantifies invariability between the days. Bins of 30 minutes",is30,,,,,Study Data - Cid,,,
08M - Sleep Study Data - Circadian Analysis,"Interdaily stability, quantifies invariability between the days. Bins of 32 minutes",is32,,,,,Study Data - Cid,,,
08M - Sleep Study Data - Circadian Analysis,"Interdaily stability, quantifies invariability between the days. Bins of 36 minutes",is36,,,,,Study Data - Cid,,,
08M - Sleep Study Data - Circadian Analysis,"Interdaily stability, quantifies invariability between the days. Bins of 40 minutes",is40,,,,,Study Data - Cid,,,
08M - Sleep Study Data - Circadian Analysis,"Interdaily stability, quantifies invariability between the days. Bins of 45 minutes",is45,,,,,Study Data - Cid,,,
08M - Sleep Study Data - Circadian Analysis,"Interdaily stability, quantifies invariability between the days. Bins of 48 minutes",is48,,,,,Study Data - Cid,,,
08M - Sleep Study Data - Circadian Analysis,"Interdaily stability, quantifies invariability between the days. Bins of 1 hour",is60,,,,,Study Data - Cid,,,
08M - Sleep Study Data - Circadian Analysis,Time occurrence of the midpoint of the most active 10 hour period,m10 time,,,,,Study Data - Cid,,,
08M - Sleep Study Data - Circadian Analysis,Activity count at the midpoint of the most active 10 hour period,m10 counts,,,,,Study Data - Cid,,,
08M - Sleep Study Data - Circadian Analysis,Time occurrence of the midpoint of the least active 5 hour period,l5time,,,,,Study Data - Cid,,,
08M - Sleep Study Data - Circadian Analysis,Activity count at the midpoint of the least active 5 hour period,l5counts,,,,,Study Data - Cid,,,
08M - Sleep Study Data - Circadian Analysis,Relative amplitude = (M10counts-L5counts)/(M10counts+L5counts),ra,,,,,Study Data - Cid,,,
08M - Sleep Study Data - Circadian Analysis,Number of days used for the nonparametric analysis,numdaysnp,,,,,Study Data - Cid,,,
10 - Sleep Symptoms,Early morning awakening,earlyawakening,,,,,,,,
10 - Sleep Symptoms,Epworth Sleepiness Scale score,epworthscore,ess_total,Total score of Epworth Sleepiness Scale (ESS),,,,,,
10 - Sleep Symptoms,Modified Epworth Sleepiness Scale score,modepworthscore,,,,,,,,
10 - Sleep Symptoms,Functional Outcomes of Sleep Questionnaire score,fosqscore,,,,,,,,
10 - Sleep Symptoms,Functional Outcomes of Sleep Questionnaire - Activity Level subscale,fosqactiv,,,,,,,,
10 - Sleep Symptoms,Functional Outcomes of Sleep Questionnaire - General Productivity subscale ,fosqgenprod,,,,,,,,
10 - Sleep Symptoms,Functional Outcomes of Sleep Questionnaire - Social Outcome subscale,fosqsocout,,,,,,,,
10 - Sleep Symptoms,Functional Outcomes of Sleep Questionnaire - Vigilance subscale,fosqvigil,,,,,,,,
10 - Sleep Symptoms,Pediatric Sleep Questionnaire Sleep-Related Breathing Disorder (PSQ-SRBD) score, psqsrbdscore,,,,,,,,
10 - Sleep Symptoms,Obstructive Sleep Apnea-18 Assessment Tool score,osa18assessscore,,,,,,,,
10 - Sleep Symptoms,Women's Health Initiative Insomnia Rating Scale,whiinitinsomratescale,whiirs_total,Total score of Women's Health Initiative Insomnia Rating Scale (WHIIRS),,,,,,
10 - Sleep Symptoms,Pittsburgh Insomnia Rating Scale,pittinsomratescale,,,,,,,,
10 - Sleep Symptoms,Pittsburgh Sleep Quality Index,pittsleepqualindex,,,,,,,,
10 - Sleep Symptoms,Insomnia Severity Index,insomseverindex,,,,,,,,
10 - Sleep Symptoms,Excessive daytime sleepiness,excessdaysleepiness,,,,,,,,
10 - Sleep Symptoms,Problems falling asleep,probfallasleep,,,,,,,,
10 - Sleep Symptoms,Problems staying asleep,probstayasleep,,,,,,,,
10 - Sleep Symptoms,Unrefreshed sleep,unrefreshsleep,,,,,,,,
10 - Sleep Symptoms,Calgary Sleep Apnea Quality of Life Index (SAQLI): Total Score,calslapqoli,cal_total,Total score of the Calgary Sleep Apnea Quality of Life Index (SAQLI),,,,,,
10 - Sleep Symptoms,PROMIS Sleep Disturbance: Short Form,prom_sdscale,prom_sdscale,Sleep disturbance (short form),,,,,,
10 - Sleep Symptoms,Self-Efficacy Measure for Sleep Apnea (SEMSA): Outcome Expectancies Subscale,semsa_oe,semsa_oe,Outcome expectancies subscale,,,,,,
10 - Sleep Symptoms,Self-Efficacy Measure for Sleep Apnea (SEMSA): Perceived Risk Subscale,semsa_pr,semsa_pr,Perceived risk subscale,,,,,,
10 - Sleep Symptoms,Self-Efficacy Measure for Sleep Apnea (SEMSA): Treatment Self-Efficacy Subscale,semsa_tse,semsa_tse,Treatment self-efficacy subscale,,,,,,
10A - Sleep Symptoms - Snoring,Habitual snoring,habitsnoring,shq_eversnored,Have ever snored ,,,Symptoms - Snord,,,
10A - Sleep Symptoms - Snoring,Habitual snoring - frequency,habitsnoringfreq,,,,,Symptoms - Snord,,,
10A - Sleep Symptoms - Gasping,Snoring/gasping/stopping breathing,snoringgasping,,,,,Symptoms - Gaspd,,,
10A - Sleep Symptoms - Gasping,Snoring/gasping/stopping breathing - frequency,snoringgaspingfreq,,,,,Symptoms - Gaspd,,,
11 - Other Symptoms,Chronic cough,chroniccough,,,,,,,,
11 - Other Symptoms,Nocturnal wheezing,noctwheez,,,,,,,,
11 - Other Symptoms,Persistent wheezing,persistwheez,,,,,,,,
11 - Other Symptoms,Short Form (36) Health Survey (SF-36): Aggregate Mental Score,sf36aggment,agg_ment,Aggregated raw mental score,,,,,,
11 - Other Symptoms,Short Form (36) Health Survey (SF-36): Aggregate Physical Score,sf36aggphys,agg_phys,Aggregated raw physical score,,,,,,
11 - Other Symptoms,Short Form (36) Health Survey (SF-36): Bodily Pain Norm Score,sf36bpnorm,bp_norm,Body pain index normal score,,,,,,
11 - Other Symptoms,Short Form (36) Health Survey (SF-36): General Health Perception Norm Score,sf36ghnorm,gh_norm,General health index normal score,,,,,,
11 - Other Symptoms,Short Form (36) Health Survey (SF-36): Mental Health Norm Score,sf36mhnorm,mh_norm,Mental health index normal score,,,,,,
11 - Other Symptoms,Short Form (36) Health Survey (SF-36): Physical Functioning Norm Score,sf36pfnorm,pf_norm,Physical functioning index normal score,,,,,,
11 - Other Symptoms,Short Form (36) Health Survey (SF-36): Role-Emotional Norm Score,sf36renorm,re_norm,Role-emotional index normal score,,,,,,
11 - Other Symptoms,Short Form (36) Health Survey (SF-36): Role-Physical Norm Score,sf36rpnorm,rp_norm,Role-physical index normal score,,,,,,
11 - Other Symptoms,Short Form (36) Health Survey (SF-36): Standardized Mental Component Scale,sf36sf36mcs,sf36_mcs,Standardized mental score,,,,,,
11 - Other Symptoms,Short Form (36) Health Survey (SF-36): Standardized Physical Component Scale,sf36sf36pcs,sf36_pcs,Standardized physical score,,,,,,
11 - Other Symptoms,Short Form (36) Health Survey (SF-36): Social Functioning Norm Score,sf36sfnorm,sf_norm,Social functioning index normal score,,,,,,
11 - Other Symptoms,Short Form (36) Health Survey (SF-36): Vitality Norm Score,sf36vt_norm,vt_norm,Vitality index normal score,,,,,,
11 - Other Symptoms,Patient Health Questionnaire (PHQ-8),phq8_total,phq8_total,Total score of 8-item Patient Health Questionnaire Depression Scale (PHQ-8),,,,,,
12 - Adjudicated Events,Atrial fibrillation - adjudicated event,afibadjud,,,,,,,,
12 - Adjudicated Events,Congestive heart failure - adjudicated event,chfadjud,,,,,,,,
12 - Adjudicated Events,Myocardial infarction - adjudicated event,miadjud,,,,,,,,
12 - Adjudicated Events,Stroke - adjudicated event,strokeadju,,,,,,,,
12 - Adjudicated Events,All cause hospitalization - adjudicated event,hospadju,,,,,,,,
12 - Adjudicated Events,Cardiovascular disease hospitalization - adjudicated event,cvhospadju,,,,,,,,
12 - Adjudicated Events,"Revascularization (PTCA, CABG) - adjudicated event",revascadju,,,,,,,,
12 - Adjudicated Events,Cardiac arrest - adjudicated event,cardarrestadju,,,,,,,,
13 - Spirometry,FEV1,fev1,,,,,,,,
13 - Spirometry,FEV1/FVC,fev1fvcratio,,,,,,,,
13 - Spirometry,FVC,fvc,,,,,,,,
13 - Spirometry,Percent predicted FEV1,percentpredfev1,,,,,,,,
13 - Spirometry,Percent predicted FVC,percentpredfvc,,,,,,,,
14 - Neurocognitive Testing/NEPSY,Developmental Neuropsychological Assessment (NEPSY) - General Conceptual Ability Score,nepsygcas,,,,,Testingd,,,
14 - Neurocognitive Testing/NEPSY,Developmental Neuropsychological Assessment (NEPSY) - Phonological Processing,nepsypp,,,,,Testingd,,,
14 - Neurocognitive Testing/NEPSY,Developmental Neuropsychological Assessment (NEPSY) - Tower,nepsyt,,,,,Testingd,,,
14 - Neurocognitive Testing/NEPSY,Developmental Neuropsychological Assessment (NEPSY) - Auditory Attention and Response Set,nepsyaars,,,,,Testingd,,,
14 - Neurocognitive Testing/NEPSY,Developmental Neuropsychological Assessment (NEPSY) - Speeded Naming,nepsysn,,,,,Testingd,,,
14 - Neurocognitive Testing/NEPSY,Developmental Neuropsychological Assessment (NEPSY) - Visual Attention,nepsyva,,,,,Testingd,,,
14 - Neurocognitive Testing/NEPSY,Developmental Neuropsychological Assessment (NEPSY) - Comprehension of Instructions,nepsycoi,,,,,Testingd,,,
14 - Neurocognitive Testing/NEPSY,Developmental Neuropsychological Assessment (NEPSY) - Attention/Executive Function Domain Score,nepsyaefds,,,,,Testingd,,,
14 - Neurocognitive Testing/NEPSY,Developmental Neuropsychological Assessment (NEPSY) - Language Domain Score,nepsylds,,,,,Testingd,,,
14 - Neurocognitive Testing/NEPSY,Developmental Neuropsychological Assessment (NEPSY) - Arrows,nepsya,,,,,Testingd,,,
14 - Neurocognitive Testing/NEPSY-II,Developmental Neuropsychological Assessment-II (NEPSY-II) - Inhibition Naming,nepsy2in,,,,,Neurocognitive Testingd,,,
14 - Neurocognitive Testing/NEPSY-II,Developmental Neuropsychological Assessment-II (NEPSY-II) - Inhibition-Inhibition,nepsy2ii,,,,,Neurocognitive Testingd,,,
14 - Neurocognitive Testing/NEPSY-II,Developmental Neuropsychological Assessment-II (NEPSY-II) - Inhibition-Switching,nepsy2is,,,,,Neurocognitive Testingd,,,
14 - Neurocognitive Testing/NEPSY-II,Developmental Neuropsychological Assessment-II (NEPSY-II) - Contrast between Inhibition Naming vs. Inhibition-Inhibition,nepsy2continvsii,,,,,Neurocognitive Testingd,,,
14 - Neurocognitive Testing/NEPSY-II,Developmental Neuropsychological Assessment-II (NEPSY-II) - Contrast between Inhibition-Inhibition vs. Inhibition-Switching,nepsy2contiivsis,,,,,Neurocognitive Testingd,,,
14 - Neurocognitive Testing/NEPSY-II,Developmental Neuropsychological Assessment-II (NEPSY-II) - Inhibition Total Errors,nepsy2ite,,,,,Neurocognitive Testingd,,,
14 - Neurocognitive Testing/NEPSY-II,Developmental Neuropsychological Assessment-II (NEPSY-II) - Semantic Condition,nepsy2sc,,,,,Neurocognitive Testingd,,,
14 - Neurocognitive Testing/NEPSY-II,Developmental Neuropsychological Assessment-II (NEPSY-II) - Initial Letter Condition,nepsy2ilc,,,,,Neurocognitive Testingd,,,
14 - Neurocognitive Testing/NEPSY-II,Developmental Neuropsychological Assessment-II (NEPSY-II) - Contrast between Semantic Condition vs. Initial Letter Condition,nepsy2contscvsilc,,,,,Neurocognitive Testingd,,,
14 - Neurocognitive Testing/Purdue Pegboard,Purdue Pegboard - Dominant Hand,purduepegdh,,,,,Neurocognitive Testingd,,,
14 - Neurocognitive Testing/Purdue Pegboard,Purdue Pegboard - Nondominant Hand,purduepegnh,,,,,Neurocognitive Testingd,,,
14 - Neurocognitive Testing/Purdue Pegboard,Purdue Pegboard - Both Hands,purduepegbh,,,,,Neurocognitive Testingd,,,
14 - Neurocognitive Testing/VMI,Developmental Test of Visual-Motor Integration (VMI),vmi,,,,,Testingd,,,
14 - Neurocognitive Testing/Conner's Rating Scale,Conners' Rating Scale - Caregiver - Long Version Global Index T Score,connerscarelvgitscore,,,,,Testingd,,,
14 - Neurocognitive Testing/Conner's Rating Scale,Conners' Rating Scale - Teacher - Long Version Global Index T Score,connersteachlvgitscore,,,,,Testingd,,,
14 - Neurocognitive Testing/BRIEF,Behavior Rating of Executive Function (BRIEF) - Caregiver - Global Excecutive Composite T Score,briefcaregectscore,,,,,Testingd,,,
14 - Neurocognitive Testing/BRIEF,Behavior Rating of Executive Function (BRIEF) - Teacher - Global Excecutive Composite T Score,briefteachgectscore,,,,,Testingd,,,
14 - Neurocognitive Testing/PedsQL,Pediatric Quality of Life Inventory (PedsQL) Score,pedsql,,,,,Neurocognitive Testingd,,,
14 - Neurocognitive Testing/DAS-II,Differential Ability Scales-II (DAS-II) - Recall of Designs,das2rod,,,,,Neurocognitive Testingd,,,
14 - Neurocognitive Testing/DAS-II,Differential Ability Scales-II (DAS-II) - Word Definitions,das2wd,,,,,Neurocognitive Testingd,,,
14 - Neurocognitive Testing/DAS-II,Differential Ability Scales-II (DAS-II) - Pattern Construction,das2pc,,,,,Neurocognitive Testingd,,,
14 - Neurocognitive Testing/DAS-II,Differential Ability Scales-II (DAS-II) - Matrices,das2m,,,,,Neurocognitive Testingd,,,
14 - Neurocognitive Testing/DAS-II,Differential Ability Scales-II (DAS-II) - Verbal Similarities,das2vs,,,,,Neurocognitive Testingd,,,
14 - Neurocognitive Testing/DAS-II,Differential Ability Scales-II (DAS-II) - Sequential and Quantitative Reasoning,das2saqr,,,,,Neurocognitive Testingd,,,
14 - Neurocognitive Testing/DAS-II,Differential Ability Scales-II (DAS-II) - Verbal Composite,das2vc,,,,,Neurocognitive Testingd,,,
14 - Neurocognitive Testing/DAS-II,Differential Ability Scales-II (DAS-II) - Nonverbal Reasoning Composite,das2nrc,,,,,Neurocognitive Testingd,,,
14 - Neurocognitive Testing/DAS-II,Differential Ability Scales-II (DAS-II) - Spatial Composite,das2sc,,,,,Neurocognitive Testingd,,,
14 - Neurocognitive Testing/DAS-II,Differential Ability Scales-II (DAS-II) - General Cognitive Ability ,das2gca,,,,,Neurocognitive Testingd,,,
14 - Neurocognitive Testing/DAS-II,Differential Ability Scales-II (DAS-II) - Special Nonverbal Composite ,das2snc,,,,,Neurocognitive Testingd,,,
14 - Neurocognitive Testing/WRAML2,"Wide Range Assessment of Memory and Learning, Second Edition (WRAML2) - Verbal Learning",wraml2vl,,,,,Testingd,,,
14 - Neurocognitive Testing/WRAML2,"Wide Range Assessment of Memory and Learning, Second Edition (WRAML2) - Verbal Learning Recall",wraml2vlrecall,,,,,Testingd,,,
14 - Neurocognitive Testing/WRAML2,"Wide Range Assessment of Memory and Learning, Second Edition (WRAML2) - Verbal Learning Recognition",wraml2vlrecog,,,,,Testingd,,,
15a - Imaging - Cardiac - Echocardiography,Echocardiogram,ech,,,,,Ed,,,
15a - Imaging - Cardiac - Echocardiography,Right ventricular end-diastolic area,a4crveda,a4crveda,Apical 4 chamber view: Right ventricular end-diastolic area (RV - EDA),,,Ed,,,
15a - Imaging - Cardiac - Echocardiography,Right ventricular end-systolic area,a4crvesa,a4crvesa,Apical 4 chamber view: Right ventricular end-systolic area (RV - ESA),,,Ed,,,
